userid,itemid,rating,day,hour,eps10,eps300,eps001
100007,h:1096113,1,d:18,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:17,d:13,d:1,d:1,d:1
100007,h:1096113,1,d:16,d:20,d:1,d:1,d:1
100007,h:1096113,1,d:16,d:13,d:1,d:1,d:1
100007,h:1096113,1,d:15,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:14,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:13,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:13,d:8,d:1,d:1,d:1
100007,h:1096113,1,d:12,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:12,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:11,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:11,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:10,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:8,d:21,d:1,d:1,d:1
100007,h:1096113,1,d:8,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:6,d:21,d:1,d:1,d:1
100007,h:1096113,1,d:5,d:21,d:1,d:1,d:1
100007,h:1096113,1,d:5,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:4,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:3,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:2,d:21,d:1,d:1,d:1
100007,h:1096113,1,d:2,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:30,d:16,d:1,d:1,d:1
100007,h:1096113,1,d:30,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:29,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:28,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:27,d:16,d:1,d:1,d:1
100007,h:1096113,1,d:26,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:24,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:23,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:22,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:21,d:19,d:1,d:1,d:1
100007,h:1096113,1,d:20,d:16,d:1,d:1,d:1
100007,h:1096113,1,d:20,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:19,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:19,d:1,d:1,d:1,d:1
100007,h:1096113,1,d:18,d:21,d:1,d:1,d:1
100007,h:1096113,1,d:18,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:17,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:16,d:16,d:1,d:1,d:1
100007,h:1096113,1,d:15,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:15,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:15,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:14,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:12,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:11,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:10,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:7,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:7,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:6,d:21,d:1,d:1,d:1
100007,h:1096113,1,d:5,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:3,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:2,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:1,d:22,d:1,d:1,d:1
100007,h:1096113,1,d:31,d:22,d:1,d:1,d:1
100007,h:1096113,1,d:30,d:16,d:1,d:1,d:1
100007,h:1096113,1,d:30,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:29,d:22,d:1,d:1,d:1
100007,h:1096113,1,d:28,d:22,d:1,d:1,d:1
100007,h:1096113,1,d:28,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:27,d:13,d:1,d:1,d:1
100007,h:1096113,1,d:27,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:26,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:25,d:19,d:1,d:1,d:1
100007,h:1096113,1,d:25,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:25,d:9,d:1,d:1,d:1
100007,h:1096113,1,d:24,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:23,d:19,d:1,d:1,d:1
100007,h:1096113,1,d:22,d:20,d:1,d:1,d:1
100007,h:1096113,1,d:22,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:22,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:21,d:14,d:1,d:1,d:1
100007,h:1096113,1,d:21,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:20,d:23,d:1,d:1,d:1
100007,h:1096113,1,d:20,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:20,d:11,d:1,d:1,d:1
100007,h:1096113,1,d:19,d:16,d:1,d:1,d:1
100007,h:1096113,1,d:18,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:17,d:17,d:1,d:1,d:1
100007,h:1096113,1,d:17,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:16,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:16,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:15,d:18,d:1,d:1,d:1
100007,h:1096113,1,d:15,d:13,d:1,d:1,d:1
100007,h:1096113,1,d:14,d:16,d:1,d:1,d:1
100007,h:1096113,1,d:14,d:13,d:1,d:1,d:1
100007,h:1096113,1,d:13,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:12,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:11,d:10,d:1,d:1,d:1
100007,h:1096113,1,d:9,d:15,d:1,d:1,d:1
100007,h:1096113,1,d:5,d:12,d:1,d:1,d:1
100007,h:1096113,1,d:4,d:21,d:1,d:1,d:1
